x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+1.440000E+00,-3.589E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.445000E+00,-15.473E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.450000E+00,-2.641E-03,-5.010E-03,-3.868E-03,-33.912E-03
+1.455000E+00,+9.259E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.460000E+00,-3.461E-03,-4.829E-03,-4.019E-03,-33.912E-03
+1.465000E+00,-15.521E-03,-4.789E-03,-3.988E-03,-33.912E-03
+1.470000E+00,-2.207E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.475000E+00,+9.580E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.480000E+00,-3.589E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.485000E+00,-15.264E-03,-4.879E-03,-4.019E-03,-33.912E-03
+1.490000E+00,-2.335E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.495000E+00,+9.532E-03,-4.758E-03,-4.019E-03,-33.912E-03
+1.500000E+00,-3.606E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.505000E+00,-15.537E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.510000E+00,-2.319E-03,-4.929E-03,-3.938E-03,-33.912E-03
+1.515000E+00,+9.259E-03,-5.010E-03,-3.767E-03,-34.515E-03
+1.520000E+00,-3.477E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.525000E+00,-15.505E-03,-5.010E-03,-3.767E-03,-34.917E-03
+1.530000E+00,-2.207E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.535000E+00,+9.564E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.540000E+00,-3.927E-03,-5.010E-03,-3.767E-03,-35.168E-03
+1.545000E+00,-15.264E-03,-4.899E-03,-4.019E-03,-34.465E-03
+1.550000E+00,-2.319E-03,-4.909E-03,-3.918E-03,-33.912E-03
+1.555000E+00,+9.468E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.560000E+00,-3.959E-03,-5.010E-03,-3.787E-03,-33.912E-03
+1.565000E+00,-15.602E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.570000E+00,-2.142E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.575000E+00,+9.500E-03,-5.010E-03,-4.019E-03,-33.912E-03
+1.580000E+00,-3.670E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.585000E+00,-15.151E-03,-4.829E-03,-4.019E-03,-33.912E-03
+1.590000E+00,-1.821E-03,-5.010E-03,-3.797E-03,-33.912E-03
+1.595000E+00,+9.629E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.600000E+00,-4.008E-03,-4.959E-03,-3.767E-03,-33.912E-03
+1.605000E+00,-15.264E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.610000E+00,-2.110E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.615000E+00,+9.532E-03,-4.929E-03,-3.767E-03,-33.912E-03
+1.620000E+00,-3.975E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.625000E+00,-15.666E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.630000E+00,-1.756E-03,-4.970E-03,-3.767E-03,-33.912E-03
+1.635000E+00,+9.532E-03,-4.839E-03,-3.767E-03,-33.912E-03
+1.640000E+00,-3.911E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.645000E+00,-15.119E-03,-4.758E-03,-3.767E-03,-33.912E-03
+1.650000E+00,-1.837E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.655000E+00,+9.613E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.660000E+00,-4.136E-03,-4.980E-03,-3.767E-03,-33.912E-03
+1.665000E+00,-15.151E-03,-4.758E-03,-3.838E-03,-33.912E-03
+1.670000E+00,-2.062E-03,-4.869E-03,-3.767E-03,-33.912E-03
